Country,Year,Continent,Disorder,Percentage
Czech Republic,2016,Europa,Bipolar Disorder ,"0,721307938410999"
Czech Republic,2017,Europa,Bipolar Disorder ,"0,721569535067"
Denmark,1990,Europa,Bipolar Disorder ,"1,01273965634"
Denmark,1991,Europa,Bipolar Disorder ,"1,01290804826"
Denmark,1992,Europa,Bipolar Disorder ,"1,01301923191"
Denmark,1993,Europa,Bipolar Disorder ,"1,01313598561"
Denmark,1994,Europa,Bipolar Disorder ,"1,01320294335"
Denmark,1995,Europa,Bipolar Disorder ,"1,01323643569"
Denmark,1996,Europa,Bipolar Disorder ,"1,01323187392"
Denmark,1997,Europa,Bipolar Disorder ,"1,01329907448"
Denmark,1998,Europa,Bipolar Disorder ,"1,01333844872"
Denmark,1999,Europa,Bipolar Disorder ,"1,01337065297"
Denmark,2000,Europa,Bipolar Disorder ,"1,01344950712999"
Denmark,2001,Europa,Bipolar Disorder ,"1,01258061056"
Denmark,2002,Europa,Bipolar Disorder ,"1,01041024684"
Denmark,2003,Europa,Bipolar Disorder ,"1,00777670153"
Denmark,2004,Europa,Bipolar Disorder ,"1,00559486424999"
Denmark,2005,Europa,Bipolar Disorder ,"1,00474564064"
Denmark,2006,Europa,Bipolar Disorder ,"1,00487484818"
Denmark,2007,Europa,Bipolar Disorder ,"1,00499791538"
Denmark,2008,Europa,Bipolar Disorder ,"1,00512243571"
Denmark,2009,Europa,Bipolar Disorder ,"1,00526438328"
Denmark,2010,Europa,Bipolar Disorder ,"1,00537022633"
Denmark,2011,Europa,Bipolar Disorder ,"1,0054134932"
Denmark,2012,Europa,Bipolar Disorder ,"1,00546010221"
Denmark,2013,Europa,Bipolar Disorder ,"1,00546710511"
Denmark,2014,Europa,Bipolar Disorder ,"1,00545641144"
Denmark,2015,Europa,Bipolar Disorder ,"1,00544137921"
Denmark,2016,Europa,Bipolar Disorder ,"1,00544283769"
Denmark,2017,Europa,Bipolar Disorder ,"1,00549354065999"
Finland,1990,Europa,Bipolar Disorder ,"1,01761661342"
Finland,1991,Europa,Bipolar Disorder ,"1,01627104116"
Finland,1992,Europa,Bipolar Disorder ,"1,01502278606"
Finland,1993,Europa,Bipolar Disorder ,"1,01398747356999"
Finland,1994,Europa,Bipolar Disorder ,"1,01328452696"
Finland,1995,Europa,Bipolar Disorder ,"1,01301100955"
Finland,1996,Europa,Bipolar Disorder ,"1,01304575979"
Finland,1997,Europa,Bipolar Disorder ,"1,01319813302"
Finland,1998,Europa,Bipolar Disorder ,"1,01336646405"
Finland,1999,Europa,Bipolar Disorder ,"1,01353603332"
Finland,2000,Europa,Bipolar Disorder ,"1,01363052918"
Finland,2001,Europa,Bipolar Disorder ,"1,01269156712"
Finland,2002,Europa,Bipolar Disorder ,"1,01035794146"
Finland,2003,Europa,Bipolar Disorder ,"1,00758918885"
Finland,2004,Europa,Bipolar Disorder ,"1,00521309194"
Finland,2005,Europa,Bipolar Disorder ,"1,00420776829"
Finland,2006,Europa,Bipolar Disorder ,"1,00417251356"
Finland,2007,Europa,Bipolar Disorder ,"1,00413039478"
Finland,2008,Europa,Bipolar Disorder ,"1,00406551805"
Finland,2009,Europa,Bipolar Disorder ,"1,00403794639"
Finland,2010,Europa,Bipolar Disorder ,"1,00403111198999"
Finland,2011,Europa,Bipolar Disorder ,"1,00405747771"
Finland,2012,Europa,Bipolar Disorder ,"1,00419321348"
Finland,2013,Europa,Bipolar Disorder ,"1,00443322972"
Finland,2014,Europa,Bipolar Disorder ,"1,00470293545"
Finland,2015,Europa,Bipolar Disorder ,"1,00504442701"
Finland,2016,Europa,Bipolar Disorder ,"1,00536937675"
Finland,2017,Europa,Bipolar Disorder ,"1,00582625676"
France,1990,Europa,Bipolar Disorder ,"0,958318710839"
France,1991,Europa,Bipolar Disorder ,"0,961265197838"
France,1992,Europa,Bipolar Disorder ,"0,964097962895999"
France,1993,Europa,Bipolar Disorder ,"0,966577806591"
France,1994,Europa,Bipolar Disorder ,"0,968579566021"
France,1995,Europa,Bipolar Disorder ,"0,969756708902"
France,1996,Europa,Bipolar Disorder ,"0,970527983716"
France,1997,Europa,Bipolar Disorder ,"0,971321984647"
France,1998,Europa,Bipolar Disorder ,"0,972003732783"
France,1999,Europa,Bipolar Disorder ,"0,972598018319"
France,2000,Europa,Bipolar Disorder ,"0,973010911127"
France,2001,Europa,Bipolar Disorder ,"0,972627428808"
France,2002,Europa,Bipolar Disorder ,"0,971261200387"
France,2003,Europa,Bipolar Disorder ,"0,969512604572999"
France,2004,Europa,Bipolar Disorder ,"0,968033634387"
France,2005,Europa,Bipolar Disorder ,"0,967398566827"
France,2006,Europa,Bipolar Disorder ,"0,966955523367"
France,2007,Europa,Bipolar Disorder ,"0,965969472544"
France,2008,Europa,Bipolar Disorder ,"0,964780547937999"
France,2009,Europa,Bipolar Disorder ,"0,963653369485"
France,2010,Europa,Bipolar Disorder ,"0,962885347854"
France,2011,Europa,Bipolar Disorder ,"0,962348315612"
France,2012,Europa,Bipolar Disorder ,"0,961740433518"
France,2013,Europa,Bipolar Disorder ,"0,961042935712999"
France,2014,Europa,Bipolar Disorder ,"0,960325586276999"
France,2015,Europa,Bipolar Disorder ,"0,959573119704"
France,2016,Europa,Bipolar Disorder ,"0,958874837762"
France,2017,Europa,Bipolar Disorder ,"0,958198977579999"
Georgia,1990,Europa,Bipolar Disorder ,"0,706572051872"
Georgia,1991,Europa,Bipolar Disorder ,"0,706635430169"
Georgia,1992,Europa,Bipolar Disorder ,"0,706665511276"
Georgia,1993,Europa,Bipolar Disorder ,"0,706694366163"
Georgia,1994,Europa,Bipolar Disorder ,"0,70670963291"
Georgia,1995,Europa,Bipolar Disorder ,"0,706656133926"
Georgia,1996,Europa,Bipolar Disorder ,"0,706490790053"
Georgia,1997,Europa,Bipolar Disorder ,"0,706214150073"
Georgia,1998,Europa,Bipolar Disorder ,"0,705922898158"
Georgia,1999,Europa,Bipolar Disorder ,"0,705705754827"
Georgia,2000,Europa,Bipolar Disorder ,"0,705601296669"
Georgia,2001,Europa,Bipolar Disorder ,"0,705649187899"
Georgia,2002,Europa,Bipolar Disorder ,"0,705862477007"
Georgia,2003,Europa,Bipolar Disorder ,"0,706128861809"
Georgia,2004,Europa,Bipolar Disorder ,"0,706390679517"
Georgia,2005,Europa,Bipolar Disorder ,"0,706560497135"
Georgia,2006,Europa,Bipolar Disorder ,"0,706652018675999"
Georgia,2007,Europa,Bipolar Disorder ,"0,706731062691"
Georgia,2008,Europa,Bipolar Disorder ,"0,706806434849"
Georgia,2009,Europa,Bipolar Disorder ,"0,706911500053"
Georgia,2010,Europa,Bipolar Disorder ,"0,707019097777"
Georgia,2011,Europa,Bipolar Disorder ,"0,70720193564"
Georgia,2012,Europa,Bipolar Disorder ,"0,707415085236999"
Georgia,2013,Europa,Bipolar Disorder ,"0,707666594896"
Georgia,2014,Europa,Bipolar Disorder ,"0,707955433196"
Georgia,2015,Europa,Bipolar Disorder ,"0,708309429207"
Georgia,2016,Europa,Bipolar Disorder ,"0,708685430818"
Georgia,2017,Europa,Bipolar Disorder ,"0,709098566875999"
Germany,1990,Europa,Bipolar Disorder ,"0,771409724035999"
Germany,1991,Europa,Bipolar Disorder ,"0,770711661342"
Germany,1992,Europa,Bipolar Disorder ,"0,770204249701"
Germany,1993,Europa,Bipolar Disorder ,"0,769904856391"
Germany,1994,Europa,Bipolar Disorder ,"0,769755033392"
Germany,1995,Europa,Bipolar Disorder ,"0,769740526708"
Germany,1996,Europa,Bipolar Disorder ,"0,769903683031"
Germany,1997,Europa,Bipolar Disorder ,"0,770266276653"
Germany,1998,Europa,Bipolar Disorder ,"0,770694468939"
Germany,1999,Europa,Bipolar Disorder ,"0,771111172795"
Germany,2000,Europa,Bipolar Disorder ,"0,771464146188"
Germany,2001,Europa,Bipolar Disorder ,"0,771999528628"
Germany,2002,Europa,Bipolar Disorder ,"0,772880347266"
Germany,2003,Europa,Bipolar Disorder ,"0,773913984021"
Germany,2004,Europa,Bipolar Disorder ,"0,774830034115"
Germany,2005,Europa,Bipolar Disorder ,"0,775454104924"
Germany,2006,Europa,Bipolar Disorder ,"0,776273157091"
Germany,2007,Europa,Bipolar Disorder ,"0,777668444032"
Germany,2008,Europa,Bipolar Disorder ,"0,779303992053"
Germany,2009,Europa,Bipolar Disorder ,"0,780680864192"
Germany,2010,Europa,Bipolar Disorder ,"0,781412861237999"
Germany,2011,Europa,Bipolar Disorder ,"0,781582359597999"
Germany,2012,Europa,Bipolar Disorder ,"0,781459198193"
Germany,2013,Europa,Bipolar Disorder ,"0,781088678651999"
Germany,2014,Europa,Bipolar Disorder ,"0,780440967638"
Germany,2015,Europa,Bipolar Disorder ,"0,779517430538"
Germany,2016,Europa,Bipolar Disorder ,"0,777822460697"
Germany,2017,Europa,Bipolar Disorder ,"0,776761886254"
Greece,1990,Europa,Bipolar Disorder ,"0,941457412987999"
Greece,1991,Europa,Bipolar Disorder ,"0,942605739684"
Greece,1992,Europa,Bipolar Disorder ,"0,943684576722999"
Greece,1993,Europa,Bipolar Disorder ,"0,944649182645"
Greece,1994,Europa,Bipolar Disorder ,"0,945432067002"
Greece,1995,Europa,Bipolar Disorder ,"0,945964031105"
Greece,1996,Europa,Bipolar Disorder ,"0,946115372279"
Greece,1997,Europa,Bipolar Disorder ,"0,945880666982"
Greece,1998,Europa,Bipolar Disorder ,"0,945476729726"
Greece,1999,Europa,Bipolar Disorder ,"0,945149130806"
Greece,2000,Europa,Bipolar Disorder ,"0,945115313664"
Greece,2001,Europa,Bipolar Disorder ,"0,944848229663"
Greece,2002,Europa,Bipolar Disorder ,"0,944034283395"
Greece,2003,Europa,Bipolar Disorder ,"0,943127061482"
Greece,2004,Europa,Bipolar Disorder ,"0,942518603173"
Greece,2005,Europa,Bipolar Disorder ,"0,942698906003"
Greece,2006,Europa,Bipolar Disorder ,"0,943561369826"
Greece,2007,Europa,Bipolar Disorder ,"0,944629131693"
Greece,2008,Europa,Bipolar Disorder ,"0,945705400646"
Greece,2009,Europa,Bipolar Disorder ,"0,946554071409999"
Greece,2010,Europa,Bipolar Disorder ,"0,946952104927"
Greece,2011,Europa,Bipolar Disorder ,"0,94711146279"
Greece,2012,Europa,Bipolar Disorder ,"0,947375297745"
Greece,2013,Europa,Bipolar Disorder ,"0,947665662113"
Greece,2014,Europa,Bipolar Disorder ,"0,947956672879"
Greece,2015,Europa,Bipolar Disorder ,"0,948285890295"
Greece,2016,Europa,Bipolar Disorder ,"0,948612424969"
Greece,2017,Europa,Bipolar Disorder ,"0,948926106734"
India,1990,Asia,Bipolar Disorder ,"0,551971007904"
India,1991,Asia,Bipolar Disorder ,"0,552088084162"
India,1992,Asia,Bipolar Disorder ,"0,552194378715"
India,1993,Asia,Bipolar Disorder ,"0,552288927785"
India,1994,Asia,Bipolar Disorder ,"0,552373385763"
India,1995,Asia,Bipolar Disorder ,"0,552445250443"
India,1996,Asia,Bipolar Disorder ,"0,552532066741"
India,1997,Asia,Bipolar Disorder ,"0,552646200904999"
India,1998,Asia,Bipolar Disorder ,"0,552765054603"
India,1999,Asia,Bipolar Disorder ,"0,552868640524"
India,2000,Asia,Bipolar Disorder ,"0,552937931366"
India,2001,Asia,Bipolar Disorder ,"0,553012207213"
India,2002,Asia,Bipolar Disorder ,"0,553141150025"
India,2003,Asia,Bipolar Disorder ,"0,553299964827"
India,2004,Asia,Bipolar Disorder ,"0,553467089087"
India,2005,Asia,Bipolar Disorder ,"0,553621705796"
India,2006,Asia,Bipolar Disorder ,"0,553799606427"
India,2007,Asia,Bipolar Disorder ,"0,554040649032"
India,2008,Asia,Bipolar Disorder ,"0,554322762352999"
India,2009,Asia,Bipolar Disorder ,"0,554618510817"
India,2010,Asia,Bipolar Disorder ,"0,554887858893"
India,2011,Asia,Bipolar Disorder ,"0,555143889016"
India,2012,Asia,Bipolar Disorder ,"0,55542531937"
India,2013,Asia,Bipolar Disorder ,"0,555728977437"
India,2014,Asia,Bipolar Disorder ,"0,556050199952"
India,2015,Asia,Bipolar Disorder ,"0,556389508551"
India,2016,Asia,Bipolar Disorder ,"0,556744371444"
India,2017,Asia,Bipolar Disorder ,"0,557111560367"
Ireland,1990,Europa,Bipolar Disorder ,"0,799064026099999"
Ireland,1991,Europa,Bipolar Disorder ,"0,799743067453"
Ireland,1992,Europa,Bipolar Disorder ,"0,800355231043"
Ireland,1993,Europa,Bipolar Disorder ,"0,800885484966"
Ireland,1994,Europa,Bipolar Disorder ,"0,801314298863"
Ireland,1995,Europa,Bipolar Disorder ,"0,801616228259999"
Ireland,1996,Europa,Bipolar Disorder ,"0,801663345669"
Ireland,1997,Europa,Bipolar Disorder ,"0,801464492988"
Ireland,1998,Europa,Bipolar Disorder ,"0,801161897438"
Ireland,1999,Europa,Bipolar Disorder ,"0,800907206548"
Ireland,2000,Europa,Bipolar Disorder ,"0,80085528314"
Ireland,2001,Europa,Bipolar Disorder ,"0,801038475845"
Ireland,2002,Europa,Bipolar Disorder ,"0,801310215157999"
Ireland,2003,Europa,Bipolar Disorder ,"0,801556293438999"
Ireland,2004,Europa,Bipolar Disorder ,"0,80178302467"
Ireland,2005,Europa,Bipolar Disorder ,"0,801877515775"
Ireland,2006,Europa,Bipolar Disorder ,"0,801939523591"
Ireland,2007,Europa,Bipolar Disorder ,"0,802075582358"
Ireland,2008,Europa,Bipolar Disorder ,"0,802270078822999"
Ireland,2009,Europa,Bipolar Disorder ,"0,802514741534"
Ireland,2010,Europa,Bipolar Disorder ,"0,802837358347"
Ireland,2011,Europa,Bipolar Disorder ,"0,803194644663999"
Ireland,2012,Europa,Bipolar Disorder ,"0,803569923158999"
Ireland,2013,Europa,Bipolar Disorder ,"0,803909968194"
Ireland,2014,Europa,Bipolar Disorder ,"0,804282944007999"
Ireland,2015,Europa,Bipolar Disorder ,"0,804667683612"
Ireland,2016,Europa,Bipolar Disorder ,"0,805060230351"
Ireland,2017,Europa,Bipolar Disorder ,"0,805431962490999"
Israel,1990,Asia,Bipolar Disorder ,"0,930095358021999"
Israel,1991,Asia,Bipolar Disorder ,"0,931044686558"
Israel,1992,Asia,Bipolar Disorder ,"0,931847549234"
Israel,1993,Asia,Bipolar Disorder ,"0,932502427595"
Israel,1994,Asia,Bipolar Disorder ,"0,932975803738999"
Israel,1995,Asia,Bipolar Disorder ,"0,933253941597999"
Israel,1996,Asia,Bipolar Disorder ,"0,933287186007"
Israel,1997,Asia,Bipolar Disorder ,"0,933080807913"
Israel,1998,Asia,Bipolar Disorder ,"0,932817619527999"
Israel,1999,Asia,Bipolar Disorder ,"0,932541038502"
Israel,2000,Asia,Bipolar Disorder ,"0,932438764157"
Israel,2001,Asia,Bipolar Disorder ,"0,93139854248"
Israel,2002,Asia,Bipolar Disorder ,"0,928888856454"
Israel,2003,Asia,Bipolar Disorder ,"0,925924116256"
Israel,2004,Asia,Bipolar Disorder ,"0,923394566153"
Israel,2005,Asia,Bipolar Disorder ,"0,9223204669"
Israel,2006,Asia,Bipolar Disorder ,"0,922322045039"
Israel,2007,Asia,Bipolar Disorder ,"0,922312378136"
Israel,2008,Asia,Bipolar Disorder ,"0,922284957146"
Israel,2009,Asia,Bipolar Disorder ,"0,922258507099999"
Israel,2010,Asia,Bipolar Disorder ,"0,922265821378999"
Israel,2011,Asia,Bipolar Disorder ,"0,922342621607"
Israel,2012,Asia,Bipolar Disorder ,"0,922544709108"
Israel,2013,Asia,Bipolar Disorder ,"0,922852134428"
Israel,2014,Asia,Bipolar Disorder ,"0,923216289784999"
Israel,2015,Asia,Bipolar Disorder ,"0,923693200774"
Israel,2016,Asia,Bipolar Disorder ,"0,924225487137999"
Israel,2017,Asia,Bipolar Disorder ,"0,924802466802"
Italy,1990,Europa,Bipolar Disorder ,"0,946082434527"
Italy,1991,Europa,Bipolar Disorder ,"0,947096575552"
Italy,1992,Europa,Bipolar Disorder ,"0,947955048984"
Italy,1993,Europa,Bipolar Disorder ,"0,948683934228"
Italy,1994,Europa,Bipolar Disorder ,"0,949266316813"
Italy,1995,Europa,Bipolar Disorder ,"0,949638826465"
Italy,1996,Europa,Bipolar Disorder ,"0,949908960090999"
Italy,1997,Europa,Bipolar Disorder ,"0,950219569845"
Italy,1998,Europa,Bipolar Disorder ,"0,950539657666999"
Italy,1999,Europa,Bipolar Disorder ,"0,950822786285"
Italy,2000,Europa,Bipolar Disorder ,"0,951085967009"
Italy,2001,Europa,Bipolar Disorder ,"0,950568376076"
Italy,2002,Europa,Bipolar Disorder ,"0,949006947166"
Italy,2003,Europa,Bipolar Disorder ,"0,947052345887"
Italy,2004,Europa,Bipolar Disorder ,"0,945347871345"
Italy,2005,Europa,Bipolar Disorder ,"0,94457835407"
Italy,2006,Europa,Bipolar Disorder ,"0,944692764610999"
Italy,2007,Europa,Bipolar Disorder ,"0,945094571846"
Italy,2008,Europa,Bipolar Disorder ,"0,945596418129"
Italy,2009,Europa,Bipolar Disorder ,"0,946045944322"
Italy,2010,Europa,Bipolar Disorder ,"0,946269464784"
Italy,2011,Europa,Bipolar Disorder ,"0,946343042758"
Italy,2012,Europa,Bipolar Disorder ,"0,946452898649"
Italy,2013,Europa,Bipolar Disorder ,"0,94655244979"
Italy,2014,Europa,Bipolar Disorder ,"0,946582290463"
Italy,2015,Europa,Bipolar Disorder ,"0,946536418252"
Italy,2016,Europa,Bipolar Disorder ,"0,946427823241999"
Italy,2017,Europa,Bipolar Disorder ,"0,946257130865"
Mexico,1990,América,Bipolar Disorder ,"0,803773226046"
Mexico,1991,América,Bipolar Disorder ,"0,804509429151"
Mexico,1992,América,Bipolar Disorder ,"0,805238197067"
Mexico,1993,América,Bipolar Disorder ,"0,805950211263999"
Mexico,1994,América,Bipolar Disorder ,"0,80663452374"
Mexico,1995,América,Bipolar Disorder ,"0,807285079884"
Mexico,1996,América,Bipolar Disorder ,"0,807752141006"
Mexico,1997,América,Bipolar Disorder ,"0,807985725834"
Mexico,1998,América,Bipolar Disorder ,"0,808104275862999"
Mexico,1999,América,Bipolar Disorder ,"0,80826701943"
Mexico,2000,América,Bipolar Disorder ,"0,808645714924"
Mexico,2001,América,Bipolar Disorder ,"0,809257328149"
Mexico,2002,América,Bipolar Disorder ,"0,809961115759"
Mexico,2003,América,Bipolar Disorder ,"0,810702878789"
Mexico,2004,América,Bipolar Disorder ,"0,811427527066999"
Mexico,2005,América,Bipolar Disorder ,"0,812064771977"
Mexico,2006,América,Bipolar Disorder ,"0,812792939761"
Mexico,2007,América,Bipolar Disorder ,"0,813703023898"
Mexico,2008,América,Bipolar Disorder ,"0,814656887676"
Mexico,2009,América,Bipolar Disorder ,"0,815499927334"
Mexico,2010,América,Bipolar Disorder ,"0,816051075474"
Mexico,2011,América,Bipolar Disorder ,"0,816421047386"
Mexico,2012,América,Bipolar Disorder ,"0,816816966226"
Mexico,2013,América,Bipolar Disorder ,"0,817235431155"
Mexico,2014,América,Bipolar Disorder ,"0,817656657426999"
Mexico,2015,América,Bipolar Disorder ,"0,818093126653"
Mexico,2016,América,Bipolar Disorder ,"0,818522232794999"
Mexico,2017,América,Bipolar Disorder ,"0,818921348497"
Moldova,1990,Europa,Bipolar Disorder ,"0,676137146928"
Moldova,1991,Europa,Bipolar Disorder ,"0,676061120222"
Moldova,1992,Europa,Bipolar Disorder ,"0,67596701984"
Moldova,1993,Europa,Bipolar Disorder ,"0,675865775647"
Moldova,1994,Europa,Bipolar Disorder ,"0,67574759665"
Moldova,1995,Europa,Bipolar Disorder ,"0,675622818148999"
Moldova,1996,Europa,Bipolar Disorder ,"0,675418085798"
Moldova,1997,Europa,Bipolar Disorder ,"0,675143158221"
Moldova,1998,Europa,Bipolar Disorder ,"0,674842063816"
Moldova,1999,Europa,Bipolar Disorder ,"0,674627295729"
Moldova,2000,Europa,Bipolar Disorder ,"0,674534410159999"
Moldova,2001,Europa,Bipolar Disorder ,"0,674633583358"
Moldova,2002,Europa,Bipolar Disorder ,"0,674833160661999"
Moldova,2003,Europa,Bipolar Disorder ,"0,675120858825999"
Moldova,2004,Europa,Bipolar Disorder ,"0,675449112665999"
Moldova,2005,Europa,Bipolar Disorder ,"0,675788002932"
Moldova,2006,Europa,Bipolar Disorder ,"0,676181798048"
Moldova,2007,Europa,Bipolar Disorder ,"0,676666923541"
Moldova,2008,Europa,Bipolar Disorder ,"0,677209724039"
Moldova,2009,Europa,Bipolar Disorder ,"0,677750156407"
Moldova,2010,Europa,Bipolar Disorder ,"0,678206978764"
Moldova,2011,Europa,Bipolar Disorder ,"0,678607921393"
Moldova,2012,Europa,Bipolar Disorder ,"0,67899758595"
Moldova,2013,Europa,Bipolar Disorder ,"0,679396948966"
Moldova,2014,Europa,Bipolar Disorder ,"0,679781276756"
Moldova,2015,Europa,Bipolar Disorder ,"0,680177342961999"
Moldova,2016,Europa,Bipolar Disorder ,"0,68054032996"
Moldova,2017,Europa,Bipolar Disorder ,"0,680890911707"
Netherlands,1990,Europa,Bipolar Disorder ,"0,943158142605"
Netherlands,1991,Europa,Bipolar Disorder ,"0,943405421013999"
Netherlands,1992,Europa,Bipolar Disorder ,"0,943641830117"
Netherlands,1993,Europa,Bipolar Disorder ,"0,943891767264"
Netherlands,1994,Europa,Bipolar Disorder ,"0,944110660660999"
Netherlands,1995,Europa,Bipolar Disorder ,"0,944305893631"
Netherlands,1996,Europa,Bipolar Disorder ,"0,94452909223"
Netherlands,1997,Europa,Bipolar Disorder ,"0,944854279361"
Netherlands,1998,Europa,Bipolar Disorder ,"0,945225161449999"
Netherlands,1999,Europa,Bipolar Disorder ,"0,945560869667"
Netherlands,2000,Europa,Bipolar Disorder ,"0,945830244294"
Netherlands,2001,Europa,Bipolar Disorder ,"0,946070513802"
Netherlands,2002,Europa,Bipolar Disorder ,"0,946350482461"
Netherlands,2003,Europa,Bipolar Disorder ,"0,946626425637"
Netherlands,2004,Europa,Bipolar Disorder ,"0,946907829715"
Netherlands,2005,Europa,Bipolar Disorder ,"0,947081651754999"
Netherlands,2006,Europa,Bipolar Disorder ,"0,947197394761999"
Netherlands,2007,Europa,Bipolar Disorder ,"0,947287173458"
Netherlands,2008,Europa,Bipolar Disorder ,"0,947308153832999"
Netherlands,2009,Europa,Bipolar Disorder ,"0,947318455363"
Netherlands,2010,Europa,Bipolar Disorder ,"0,947370077552"
Netherlands,2011,Europa,Bipolar Disorder ,"0,94738550511"
Netherlands,2012,Europa,Bipolar Disorder ,"0,947392200972"
Netherlands,2013,Europa,Bipolar Disorder ,"0,9473874558"
Netherlands,2014,Europa,Bipolar Disorder ,"0,947393212828999"
Netherlands,2015,Europa,Bipolar Disorder ,"0,947385475644"
Netherlands,2016,Europa,Bipolar Disorder ,"0,947365678576999"
Netherlands,2017,Europa,Bipolar Disorder ,"0,947300267761999"
New Zealand,1990,Oceanía,Bipolar Disorder ,"1,19230240236"
New Zealand,1991,Oceanía,Bipolar Disorder ,"1,19234334956"
New Zealand,1992,Oceanía,Bipolar Disorder ,"1,19237078657"
New Zealand,1993,Oceanía,Bipolar Disorder ,"1,19244054254"
New Zealand,1994,Oceanía,Bipolar Disorder ,"1,1924963956"
New Zealand,1995,Oceanía,Bipolar Disorder ,"1,19259348828"
New Zealand,1996,Oceanía,Bipolar Disorder ,"1,1927441096"
New Zealand,1997,Oceanía,Bipolar Disorder ,"1,19287875076"
New Zealand,1998,Oceanía,Bipolar Disorder ,"1,19307635137"
New Zealand,1999,Oceanía,Bipolar Disorder ,"1,19330493708"
New Zealand,2000,Oceanía,Bipolar Disorder ,"1,19356206679"
New Zealand,2001,Oceanía,Bipolar Disorder ,"1,1943458015"
New Zealand,2002,Oceanía,Bipolar Disorder ,"1,19585884067"
New Zealand,2003,Oceanía,Bipolar Disorder ,"1,1976933109"
New Zealand,2004,Oceanía,Bipolar Disorder ,"1,19937782856"
New Zealand,2005,Oceanía,Bipolar Disorder ,"1,20048979839"
New Zealand,2006,Oceanía,Bipolar Disorder ,"1,20144661612"
New Zealand,2007,Oceanía,Bipolar Disorder ,"1,20270476731"
New Zealand,2008,Oceanía,Bipolar Disorder ,"1,20405015321999"
New Zealand,2009,Oceanía,Bipolar Disorder ,"1,20532991571"
New Zealand,2010,Oceanía,Bipolar Disorder ,"1,20608872848"
New Zealand,2011,Oceanía,Bipolar Disorder ,"1,20642885626"
New Zealand,2012,Oceanía,Bipolar Disorder ,"1,20654913656999"
New Zealand,2013,Oceanía,Bipolar Disorder ,"1,20659682497"
New Zealand,2014,Oceanía,Bipolar Disorder ,"1,2065022736"
New Zealand,2015,Oceanía,Bipolar Disorder ,"1,20642261337"
New Zealand,2016,Oceanía,Bipolar Disorder ,"1,20629294132"
New Zealand,2017,Oceanía,Bipolar Disorder ,"1,20608798184"
Nigeria,1990,África,Bipolar Disorder ,"0,637272943096"
Nigeria,1991,África,Bipolar Disorder ,"0,637180408642"
Nigeria,1992,África,Bipolar Disorder ,"0,637092453518"
Nigeria,1993,África,Bipolar Disorder ,"0,637006967586999"
Nigeria,1994,África,Bipolar Disorder ,"0,636921150718"
Nigeria,1995,África,Bipolar Disorder ,"0,636835359895999"
Nigeria,1996,África,Bipolar Disorder ,"0,636757317067"
Nigeria,1997,África,Bipolar Disorder ,"0,636689935809"
Nigeria,1998,África,Bipolar Disorder ,"0,636643769517"
Nigeria,1999,África,Bipolar Disorder ,"0,636623145986"
Nigeria,2000,África,Bipolar Disorder ,"0,636634084459"
Nigeria,2001,África,Bipolar Disorder ,"0,636709717863"
Nigeria,2002,África,Bipolar Disorder ,"0,636867748188999"
Nigeria,2003,África,Bipolar Disorder ,"0,637095688793"
Nigeria,2004,África,Bipolar Disorder ,"0,63736018858"
Nigeria,2005,África,Bipolar Disorder ,"0,637645536662"
Nigeria,2006,África,Bipolar Disorder ,"0,638032128963"
Nigeria,2007,África,Bipolar Disorder ,"0,638600780455"
Nigeria,2008,África,Bipolar Disorder ,"0,639285026323"
Nigeria,2009,África,Bipolar Disorder ,"0,639984836103999"
Nigeria,2010,África,Bipolar Disorder ,"0,640569316991999"
Nigeria,2011,África,Bipolar Disorder ,"0,641067579277"
Nigeria,2012,África,Bipolar Disorder ,"0,64160625989"
Nigeria,2013,África,Bipolar Disorder ,"0,642169220633"
Nigeria,2014,África,Bipolar Disorder ,"0,642759313405"
Nigeria,2015,África,Bipolar Disorder ,"0,643383864588"
Nigeria,2016,África,Bipolar Disorder ,"0,644003795651"
Nigeria,2017,África,Bipolar Disorder ,"0,644635148545"
Philippines,1990,Asia,Bipolar Disorder ,"0,527360767618"
Philippines,1991,Asia,Bipolar Disorder ,"0,527458051498"
Philippines,1992,Asia,Bipolar Disorder ,"0,527510548763999"
Philippines,1993,Asia,Bipolar Disorder ,"0,527531880309"
Philippines,1994,Asia,Bipolar Disorder ,"0,527526294719"
Philippines,1995,Asia,Bipolar Disorder ,"0,527494787434"
Philippines,1996,Asia,Bipolar Disorder ,"0,527364372004"
Philippines,1997,Asia,Bipolar Disorder ,"0,527112344228"
Philippines,1998,Asia,Bipolar Disorder ,"0,526840027759"
Philippines,1999,Asia,Bipolar Disorder ,"0,526660626222"
Philippines,2000,Asia,Bipolar Disorder ,"0,526630792047"
Philippines,2001,Asia,Bipolar Disorder ,"0,526981841024"
Philippines,2002,Asia,Bipolar Disorder ,"0,52774782824"
Philippines,2003,Asia,Bipolar Disorder ,"0,528760177798"
Philippines,2004,Asia,Bipolar Disorder ,"0,529754767532"
Philippines,2005,Asia,Bipolar Disorder ,"0,530349276585"
Philippines,2006,Asia,Bipolar Disorder ,"0,530662261141"
Philippines,2007,Asia,Bipolar Disorder ,"0,531044852295"
Philippines,2008,Asia,Bipolar Disorder ,"0,531432688216"
Philippines,2009,Asia,Bipolar Disorder ,"0,531782392484999"
Philippines,2010,Asia,Bipolar Disorder ,"0,532029306815999"
